query,pos_similar,neg_similar
"Tìm phát_biểu đúng về hiện_tượng sóng dừng 
 A. Khoảng_cách giữa hai bụng sóng là λ / 2 
 B. Khi có sóng dừng trên dây có một đầu giới_hạn tự_do , điểm nguồn có_thể là bụng sóng 
 C. Để có sóng dừng trên sợi dây đàn_hồi với hai đầu là nút sóng thì chiều dài dây phải bằng nguyên lần nửa bước_sóng 
 D. Khi có sóng dừng trên một sợi dâu , hai điểm cách nhau λ / 4 dao_động vuông pha với nhau","Phát_biểu nào dưới đây là đúng về hiện_tượng sóng dừng ? 
 A. Khoảng_cách giữa hai bụng sóng là λ / 4 
 B. Khi có sóng dừng trên dây có một đầu giới_hạn tự_do , điểm nguồn không_thể là bụng sóng 
 C. Để có sóng dừng trên sợi dây đàn_hồi với hai đầu là nút sóng thì chiều dài dây phải bằng nửa bước_sóng 
 D. Khi có sóng dừng trên một sợi dây , hai điểm cách nhau λ / 2 không dao_động vuông pha với nhau", 
"Tìm số_nguyên x ; y thoả_mãn 2x + 3y = 19 và 1 / 3 < x / y , 1 / 2","Tìm số_nguyên x ; y thoả_mãn 3x - 4y = 12 và 1 / 4 < x / y , 2 / 5", 
Mot phan ruoi la bao nhieu, ,Bao_nhiêu con ruồi một phần ?
Tìm x : b ) x - 1 / 8 = 1 / 4x1 / 2, ,Tìm x : b ) 8x - 2 = 2x ^ 2
"Chọn câu phát_biểu đúng . Định_luật bảo_toàn động_lượng chỉ đúng trong trường_hợp : 
 A. Hệ cô_lập 
 B. Hệ có ma_sát 
 C. Hệ không có ma_sát 
 D. Hệ kín có ma_sát", ,"Chọn phát_biểu đúng . Động_lượng của một hệ cô_lập là một đại_lượng : 
 A. biến_thiên . 
 B. bảo_toàn . 
 C. không xác_định . 
 D. không bảo_toàn ."
"Liên_kết ion là liên_kết được tạo thành do 
 A. cặp electron chung giữa 2 nguyên_tử kim_loại . 
 B. cặp electron chung giữa 1 nguyên_tử kim_loại và 1 nguyên_tử phi_kim . 
 C. lực hút tĩnh_điện giữa các ion mang điện_tích trái dấu . 
 D. cặp electron chung giữa 2 nguyên_tử phi_kim .","Liên_kết ion là liên_kết được hình_thành do 
 A. cặp electron chung giữa 2 nguyên_tử kim_loại . 
 B. lực hút tĩnh_điện giữa các ion mang điện_tích trái dấu . 
 C. cặp electron chung giữa 1 nguyên_tử kim_loại và 1 nguyên_tử phi_kim . 
 D. cặp electron chung giữa 2 nguyên_tử phi_kim .", 
"Khi nói về các nguồn nguyên_liệu cho quá_trình tiến_hóa , phát_biểu nào dưới đây KHÔNG chính_xác ? 
 A. Đột_biến gen là nguyên_liệu sơ_cấp , chủ_yếu cho quá_trình tiến_hóa 
 B. Đột_biến gen thường xuất_hiện với tần_số thấp , tần_số đột_biến ở các gen khác nhau là khác nhau 
 C. Dòng gen từ các quần_thể khác tới quần_thể nghiên_cứu có_thể cung_cấp nguyên_liệu mới cho quá_trình tiến_hóa 
 D. Mọi biến_dị trong quần_thể nghiên_cứu đều được coi là nguyên_liệu cho quá_trình tiến_hóa", ,"Trong quá_trình tiến_hóa , cách_li địa_lí có vai_trò 
 A. hạn_chế sự giao_phối tự_do giữa các cá_thể thuộc các quần_thể khác loài . 
 B. làm biến_đổi tần_số alen của quần_thể theo những hướng khác nhau . 
 C. làm phát_sinh các alen mới , qua đó làm tăng sự đa_dạng di_truyền trong quần_thể . 
 D. hạn_chế sự giao_phối tự_do giữa các cá_thể thuộc các quần_thể cùng loài ."
"Theo quan_niệm hiện_đại về chọn_lọc tự_nhiên , có bao_nhiêu phát_biểu sau đây đúng ? ( 1 ) CLTN thực_chất là quá_trình phân_hóa khả_năng sống_sót và khả_năng sinh_sản của các cá_thể với các kiểu gen khác nhau trong quần_thể . ( 2 ) CLTN quy_định chiều_hướng và nhịp_điệu biến_đổi thành_phần kiểu gen của quần_thể . ( 3 ) CLTN tác_động trực_tiếp lên từng alen , làm thay_đổi tần_số kiểu gen của quần_thể . ( 4 ) Khi môi_trường thay_đổi theo một hướng xác_định thì CLTN sẽ làm biến_đổi tần_số alen theo một hướng xác_định . ( 5 ) CLTN là nhân_tố trực_tiếp tạo ra các tổ_hợp gen thích_nghi trong quần_thể . ( 6 ) CLTN không phải là nhân_tố trực_tiếp tạo ra các tổ_hợp gen thích_nghi trong quần_thể mà chỉ đóng vai_trò sàng_lọc giữ lại các tổ_hợp gen thích_nghi trong quần_thể . 
 A. 5 
 B. 4 
 C. 2 
 D. 3","Theo quan_niệm hiện_đại về chọn_lọc tự_nhiên , có bao_nhiêu phát_biểu sau đây đúng ? ( 1 ) CLTN thực_chất là quá_trình phân_hóa khả_năng sống_sót và khả_năng sinh_sản của các cá_thể với các kiểu gen khác nhau trong quần_thể . ( 2 ) CLTN quy_định_hướng và tốc_độ biến_đổi thành_phần kiểu gen của quần_thể . ( 3 ) CLTN tác_động trực_tiếp lên từng leên , làm thay_đổi tần_số kiểu gen của quần_thể . ( 4 ) Khi môi_trường thay_đổi theo một chiều_hướng xác_định thì CLTN sẽ làm biến_đổi tần_số allel theo một hướng xác_định . ( 5 ) CLTN là nguyên_tố trực_tiếp tạo ra các tổ_hợp gen thích_nghi trong quần_thể . ( 6 ) CLTN không phải là nhân_tố trực_tiếp tạo ra các tổ_hợp gen thích_nghi trong quần_thể mà chỉ đóng vai_trò sàng_lọc giữ lại các tổ_hợp gen thích_nghi trong quần_thể . 
 A. 5 
 B. 4 
 C. 2 
 D. 3", 
X tỉ_lệ_nghịch với y theo hệ_số tỉ_lệ là 2 . y tỉ_lệ_thuận với t theo hệ_số tỉ_lệ là 3 . Hỏi x và t là hai đại_lượng tỉ_lệ_thuận hay tỉ_lệ_nghịch ? Tìm hệ_số tỉ_lệ, ,"Hỏi x và t có tỉ_lệ_thuận hay tỉ_lệ_nghịch với nhau ? 
 Tìm hệ_số tỉ_lệ giữa x và t - 1 ?"
"Tìm chữ_số a , biết 97,614 < 97 , a12 ( a < 8 ) . 
 A. a = 3 
 B. a = 4 
 C. a = 6 
 D. a = 7","Tìm chữ_số a , biết : 86,718 > 86,7 a9 
 
 A. a = 3 
 B. a = 2 
 C. a = 1 
 D. a = 0","Tìm chữ_số a biết . 7a00 + 7a0 + a = 7922 
 
 A. a = 3 
 B. a = 2 
 C. a = 1 
 D. a = 0"
"Ở một loài thực_vật , alen A quy_định thân cao trội hoàn_toàn so với alen a quy_định thân thấp ; alen B quy_định hoa đỏ trội hoàn_toàn so với alen b quy_định hoa vàng . Hai cặp gen này nằm trên cặp nhiễm sắc_thể tương_đồng số 1 . Alen D quy_định quả tròn trội hoàn_toàn so với alen d quy_định quả dài , cặp gen Dd nằm trên cặp nhiễm sắc_thể tương_đồng số 2 . Cho giao phấn giữa hai cây ( P ) đều thuần_chủng được F1 dị hợp về 3 cặp gen trên . Cho F1 giao phấn với nhau thu được F2 , trong đó cây có kiểu hình thân thấp , hoa vàng , quả dài chiếm tỉ_lệ 4 % . Biết rằng hoán_vị gen xảy ra cả trong quá_trình phát_sinh giao_tử đực và giao_tử cái với tần_số bằng nhau . Tính theo lí_thuyết , cây có kiểu hình thân cao , hoa đỏ , quả dài ở F2 chiếm tỉ_lệ 
 A. 49,5 % . 
 B. 16,5 % . 
 C. 54,0 % . 
 D. 66,0 %", ,"Với kiểu hình thân thấp , hoa vàng và quả dài chiếm tỉ_lệ 4 % ở F2 , tính theo lí_thuyết , cây có kiểu hình thân cao , hoa đỏ , quả dài ở F2 chiếm tỉ_lệ là bao_nhiêu ? 
 A. 49,5 % . 
 B. 16,5 % . 
 C. 54,0 % . 
 D. 66,0 %"
"Este nào sau đây khi đốt cháy thu được số mol CO2 bằng số mol nước ? 
 A._C2H3COOCH3 
 B. HCOOC2H3 
 C._CH3COOC3H5 
 D. C3COOCH3","Trong dãy các este sau đây , este nào khi đốt cháy thu được số mol CO2 bằng số mol nước ? 
 A. CH3COOCH3 . 
 B. C2H5COOC2H5 . 
 C. C3H7COOC3H7 . 
 D. C4H9COOCH3 .", 
"Có bao_nhiêu mệnh_đề đúng sau đây : 1 . Sinh_sản vô_tính có 2 hình_thức là sinh_sản_sinh_dưỡng tự_nhiên và sinh_sản_sinh_dưỡng nhân_tạo 2 . Đặc_trưng của hình_thức sinh_sản_sinh_dưỡng là giữ nguyên được đặc_điểm di_truyền của cơ_thể mẹ nhờ cơ_chế nguyên phân . 3 . Sinh_sản vô_tính là hình_thức sinh_sản trong đó cơ_thể mới được hình_thành từ một phần của cơ_quan sinh_dưỡng của cơ_thể mẹ ( rễ , thân , lá ... ) 4 . Giâm ( cành , lá , rễ ) là hình_thức sinh_sản_sinh_dưỡng tạo cây mới từ một đoạn thân , cành ( mía , dâu_tằm , sắn , khoai_tây ) , một đoạn rễ ( rau_diếp ) hay mảnh lá ( thu hải_đường ) 
 A. 2 
 B. 1 
 C. 4 
 D. 3", ,Hãy liệt_kê các sản_phẩm từ công_nghệ vi_sinh_vật được sử_dụng trong đời_sống hằng ngày .
Tại_sao đường ô_tô qua đèo ko phải là đường_thẳng mà thường là đường ngoằn_ngoèo và rất dài ?,"Đường ngoằn_ngoèo và dài là lựa_chọn của chủ đầu_tư hay chỉ là sự tình_cờ ? 
 Tại_sao không chọn đường_thẳng và ngắn hơn để đi qua đèo ? 
 Có những yếu_tố gì ảnh_hưởng đến việc xây_dựng đường ô_tô qua đèo ?", 
"Cho sơ_đồ phản_ứng : ( 1 ) X ( C5H8O2 ) + NaOH → X1 ( muối ) + X2 ( 2 ) Y ( C5H8O2 ) + NaOH → Y1 ( muối ) + Y2 Biết X1 và Y1 có cùng số_nguyên_tử cacbon ; X1 có phản_ứng với nước brom , còn Y1 thì không . X2 và Y2 có tính_chất_hóa học giống nhau là 
 A. bị khử bởi H2 ( to , Ni ) . 
 B. bị oxi_hóa bởi O2 ( xúc_tác ) thành axit cacboxylic . 
 C. tác_dụng được với Na . 
 D. tác_dụng được với dung_dịch AgNO3 / NH3 ( to ) .","Sơ_đồ phản_ứng dưới đây : 
 ( 1 ) X ( C5H8O2 ) + NaOH → X1 ( muối ) + X2 
 ( 2 ) Y ( C5H8O2 ) + NaOH → Y1 ( muối ) + Y2 Biết X1 và Y1 có cùng số_nguyên_tử cacbon ; X1 có phản_ứng với Natri bromua , còn Y1 thì không . X2 và Y2 có tính_chất_hóa học giống nhau là 
 A. Được khử bởi Hidro ( to , Niken ) . 
 B. Bị oxi_hóa bởi Oxy ( xúc_tác ) thành axit cacboxylic . 
 C. Có_thể tác_dụng với Natri . 
 D. Có_thể tác_dụng với dung_dịch Nitrat bạc / Nhômio ( to ) .", 
"Trộn 40 { ml } dung_dịch H_ { 3 } { PO } _ { 4 } ~ 1 M vào 20 { ml } dung_dịch KOH ~ 1 M. Cô cạn dung_dịch sau phản_ứng , tìm khối_lượng muối thu được ?","Trộn 20 ml dung_dịch H_ { 3 } { PO } _ { 4 } 1 M vào 10 { ml } dung_dịch { KOH } 1 M. Cô cạn dung_dịch sau phản_ứng , tìm khối_lượng muối thu được ?", 
"Hiện_tượng nào dưới đây được mô_tả không đúng ? 
 A. Thêm từ từ dung_dịch H_Cl vào dung_dịch Na \ left \ lbrack { Cr \ left ( { OH } \ right ) _ { 4 } } \ right \ rbrack thấy xuất_hiện kết_tủa màu lục xám sau đó thấy kết_tủa tan . 
 B. Thêm dung_dịch axít vào dung_dịch K_ { 2 } Cr O_ { 4 } thì dung_dịch_chuyển từ màu vàng sang màu_da_cam . 
 C. Thêm dung_dịch kiềm vào dung_dịch muối đicromat thấy muối này chuyển từ màu_da_cam sang màu vàng . 
 D. Thêm từ từ dung_dịch Na OH vào dung_dịch Cr Cl _ { 3 } thấy xuất_hiện kết_tủa màu vàng sau đó kết_tủa tan dần .", ,"Tiến_hành các thí_nghiệm sau : ( a ) Cho dung_dịch chứa x mol H_Cl vào dung_dịch chứa x mol K_Al O_ { 2 } . ( b ) Cho dung_dịch NH_ { 4 } Cl đến dư vào dung_dịch K_Al O_ { 2 } . ( c ) Sục khí CO_ { 2 } đến dư vào dung_dịch Na_Al O_ { 2 } . ( d ) Cho dung_dịch NH_ { 3 } đến dư vào dung_dịch Al \ left ( { NO_ { 3 } } \ right ) _ { 3 } . ( e ) Cho dung_dịch Al_Cl _ { 3 } đến dư vào dung_dịch chứa Na_Al O_ { 2 } . ( f ) Cho dung_dịch Na OH đến dư vào dung_dịch Al \ left ( { NO_ { 3 } } \ right ) _ { 3 } . ( h ) Cho dung_dịch Na _ { 2 } CO_ { 3 } tác_dụng với dung_dịch Al_Cl _ { 3 } . Sau khi các phản_ứng xảy ra hoàn_toàn , số thí_nghiệm_thu được kết_tủa là 
 A. 6 . 
 B. 5 . 
 C. 4 . 
 D. 3 ."
"Cho các nhận_định sau : ( a ) Anđehit là hợp_chất chỉ có tính khử . ( b ) Anđehit cộng hiđro thành ancol bậc một . ( c ) Anđehit tác_dụng với AgNO3 / NH3 tạo thành Ag . ( d ) Anđehit no , đơn chức , mạch hở có công_thức tổng_quát CnH2nO . Số nhận_định đúng là 
 A. 1 
 B. 2 
 C. 3 
 D. 4", ,"Cho các nhận_định sau : ( a ) Klorađehit là hợp_chất chỉ có tính oxi_hóa . ( b ) Klorađehit cộng hiđro thành klorađecol . ( c ) Klorađehit tác_dụng với AgNO3 / NH3 tạo thành AgCl . ( d ) Klorađehit không no , không đơn chức , không mạch hở . Số nhận_định đúng là 
 A. 1 
 B. 2 
 C. 3 
 D. 4"
"Một_mạch điện AB gồm cuộn cảm_thuần có độ tự_cảm L thay_đổi được , điện_trở_thuần R và tụ_điện có điện_dung C = 2.10 - 4 / π ( F ) mắc nối_tiếp_theo thứ tự đó . Đặt vào hai đầu A , B một điện_áp xoay chiều u = 1002cos100πt ( V ) . Điều_chỉnh L = L1 thì công_suất_tỏa nhiệt trên R cực_đại và bằng 100 W , điều_chỉnh L = L2 thì điện_áp hiệu_dụng giữa 2 đầu đoạn mạch chứa L và R cực_đại . Giá_trị của L2 gần nhất với giá_trị nào sau đây ? 
 A. 0,62 H 
 B. 0,52 H 
 C. 0,32 H 
 D. 0,41 H","Một_mạch điện PQ gồm cuộn cảm_thuần có độ tự_cảm L thay_đổi được , điện_trở_thuần R và tụ_điện có điện_dung C = 3.10 - 4 / π ( F ) mắc nối_tiếp_theo thứ tự đó . Đặt vào hai đầu P , Q một điện_áp xoay chiều u = 1003cos100πt ( V ) . Điều_chỉnh L = L1 thì công_suất_tỏa nhiệt trên R cực_đại và bằng 200 W , điều_chỉnh L = L2 thì điện_áp hiệu_dụng giữa 2 đầu đoạn mạch chứa L và R cực_đại . Giá_trị của L2 gần nhất với giá_trị nào sau đây ? 
 A. 0,62 H 
 B. 0,72 H 
 C. 0,32 H 
 D. 0,41 H", 
"Trong thí_nghiệm Y - âng về giao_thoa ánh_sáng , hai khe S1 ; S2 được chiếu bằng ánh_sáng đơn_sắc có bước_sóng λ thì tại vị_trí điểm M trên màn quan_sát với S2M − S1M = 3μm thu được vân sáng . Nếu thay ánh_sáng đơn_sắc bằng ánh_sáng trắng có bước_sóng từ 0,38 μm đến 0,76 μm và các điều_kiện khác được giữ nguyên thì tại M số bức_xạ cho vân sáng là 
 A. 3 
 B. 2 
 C. 4 
 D. 6", ,"Trong thí_nghiệm Y - âng về giao_thoa ánh_sáng , hai khe S1 ; S2 được chiếu bằng ánh_sáng trắng có bước_sóng từ 0,40 μm đến 0,75 μm thì tại vị_trí điểm M trên màn quan_sát với S2M − S1M = 2,5 μm thu được vân sáng . Nếu thay ánh_sáng trắng bằng ánh_sáng laser có bước_sóng λ và các điều_kiện khác được giữ nguyên thì tại M số bức_xạ cho vân sáng là 
 A. 3 
 B. 1 
 C. 5 
 D. 6"
"Trong những lúc trời mưa hiện_tượng sấm_sét xảy ra . tiếng sét xảy ra vá các tia chớp được trao ra gần như một lúc nhưng chúng_ta thường nhìn thấy tia chớp trước khi nhìn thấy tia sét . gt ht này . biết vt sét truyền trong ko khí là v1 = 340m / giây , vt ánh_sáng truyền trong không_khí là v2 = 3.10 ngũ 8 m / s . tiếng sét nghe au khi nhìm thấy tia chớp sau 3s . hỏi khoảng_cách từ nơi mình đứng đến chỗ sét đánh là bn m", ,Trong những lúc trời mưa xảy ra hiện_tượng sấm_sét . Tại_sao chúng_ta thường nhìn thấy tia chớp trước khi nghe thấy tiếng sét ?
"Chất nào sau đây thuộc loại chất điện_li mạnh ? 
 A._CH3COOH 
 B._NaCl 
 C._C2H5OH 
 D._H2O", ,"Chất nào sau đây thuộc loại chất điện_li yếu ? 
 A._CH3COOH 
 B._NaCl 
 C._C2H5OH 
 D. H2O - NaCl 
 
 Chất nào sau đây không phải là chất điện_li ? 
 A._CH3COOH 
 B._NaCl 
 C._C2H5OH 
 D._H2O"
"Cho tam_giác ABC. Gọi M là trung_điểm cạnh AB , N là một điểm trên cạnh AC sao cho NC = 2NA và I là trung_điểm của đoạn MN. a ) Chứng_minh : BC + NM = BM + NC ( vecto ) b ) Hãy biểu_diễn vecto AI theo hai vecto AB và AC", ,"A ) Đặt D là trung_điểm cạnh BC. Chứng_minh : BD = CD ( vecto ) 
 b ) Hãy biểu_diễn vecto AI theo vecto AB và vecto AC và vecto DI."
"Một con_lắc lò_xo gồm vật có khối_lượng m và lò_xo có độ cứng k , dao_động điều hòa . Nếu tăng độ cứng k lên 2 lần và giảm khối_lượng m đi 8 lần thì tần_số dao_động của vật sẽ : 
 A. tăng 2 lần . 
 B. giảm 2 lần . 
 C. giảm 4 lần . 
 D. tăng 4 lần .", ,"Một con_lắc lò_xo gồm vật có khối_lượng m và lò_xo có độ cứng k , dao_động điều hòa . Nếu giảm độ cứng k đi 3 lần và tăng khối_lượng m lên 5 lần thì tần_số dao_động của vật sẽ : 
 A. giảm 3 lần . 
 B. tăng 3 lần . 
 C. tăng 15 lần . 
 D. giảm 15 lần ."
"Cho dãy các chất : { Al } _ { 2 } O_ { 3 } , { Na HCO } _ { 3 } , K_ { 2 } { CO } _ { 3 } , { Cr O } _ { 3 } , { Zn } ( { OH } ) _ { 2 } , { Sn } ( { OH } ) _ { 2 } , { Al_Cl } _ { 3 } . Số chất trong dãy có tính_chất lưỡng tính là : 
 A. 7 . 
 B. 5 . 
 C. 4 . 
 D. 6 .", ,"Cho dãy các chất : { Al } _ { 2 } O_ { 3 } , { Cr } _ { 2 } O_ { 3 } , \ left ( { NH } _ { 4 } \ right ) { CO } _ { 3 } , { Na HCO } _ { 3 } , { Cr } ( { OH } ) _ { 3 } , { Na HSO } _ { 4 } . Số chất trong dãy vừa tác_dụng với dung_dịch H_Cl , vừa tác_dụng với dung_dịch Na OH loãng , đun nóng là : 
 A. 5 
 B. 3 
 C. 4 
 D. 6"
"Gieo ngẫu_nhiên xúc sắn một lần . Tính xác xuất của biến_cố : a , Mặt xuất_hiện của xúc xắc có số chấm là số_lẻ b , Mặt xuất hiên của xúc xắc có số chấm là số_nguyên_tố c , Mặt xuất hiên của xúc xắc có số châm là số_chia 3 dư 1 d , Mặt xuất_hiện của xúc xắc có số chấm là số lớn hơn 2 Giups em với ạ hứa vote 5 sao", ,"Gieo ngẫu_nhiên xúc sắn một lần . Tính xác_suất của biến_cố : a , Mặt xuất_hiện của xúc xắc có số điểm là một_số_lẻ và là một số_nguyên_tố . b , Mặt xuất_hiện của xúc xắc có số điểm là một_số_chẵn và là một số_nguyên_tố . c , Mặt xuất_hiện của xúc xắc có số điểm là một_số_chia 3 dư 2 và lớn hơn 2 ."
"1 a ) Em hãy cho biết khi gõ vào mặt trống_cơm bộ_phận nào dao_động phát ra âm_thanh ? b ) Em hãy lí_giải tại_sao mặt trống có trét cơm lại phát ra âm trầm hơn ? c ) Khi nhìn vào trống_cơm , nhờ đâu ta có_thể nhanh_chóng phân_biệt được mặt nào là mặt thổ , mặt nào là mặt kim của trống_cơm ? CÁC BẠN GIÚP MIK NHA ( mình đag cần gấp ) NẾU TRẢ_LỜI ĐÚNG THÌ MIK SẼ VOTE CHO 5 *","1 . a ) Khi gõ vào mặt trống của trống_cơm , bộ_phận nào sẽ dao_động để phát ra âm_thanh ? b ) Tại_sao âm_thanh phát ra từ mặt trống có trét cơm lại trầm hơn ? c ) Làm thế_nào chúng_ta có_thể nhanh_chóng phân_biệt mặt thổ và mặt kim của trống_cơm chỉ bằng cách nhìn vào nó ?", 
